M7753;AIELLO;RODRIGO
M7953;AIELLO;RUGERO
M8153;AIELLO;SIEGFRIED
M8353;AIELLO;SUSANNA
M8553;AIELLO;TRIESTINA
M8753;AIELLO;VASSILA
M8953;AIELLO;VIVIO
M0180;ALBANESE;AGABITO
M0380;ALBANESE;ALFREDA
M0580;ALBANESE;AMONASTRO
M0780;ALBANESE;APPIOCLAUDIO
M0980;ALBANESE;ASPASIO
M1180;ALBANESE;BELISARIA
M1380;ALBANESE;BRUNONE
M1580;ALBANESE;CESELLA
M1780;ALBANESE;CONSILIO
M1980;ALBANESE;DAVIDICO
M2180;ALBANESE;DOMITILLO
M2380;ALBANESE;ELEODORO
M2580;ALBANESE;EPIMACO
M2780;ALBANESE;EUDOSIA
M2980;ALBANESE;FARUK
M3180;ALBANESE;FERNIDA
M3380;ALBANESE;FIORAMONTE
M3580;ALBANESE;FLORIDIO
M3780;ALBANESE;GABRIELINA
M3980;ALBANESE;GERONZO
M4180;ALBANESE;GIORDANA
M4380;ALBANESE;GUADAGNO
M4580;ALBANESE;IMPERATORE
M4780;ALBANESE;JOSEFA KRYSTYNA
M4980;ALBANESE;LETTERINO
M5180;ALBANESE;LUBIANA
M5380;ALBANESE;MARIA LAURA
M5580;ALBANESE;MELCHIORRE
M5780;ALBANESE;MITE
M5980;ALBANESE;NETTUNO
M6180;ALBANESE;OCEANA
M6380;ALBANESE;OLISIA
M6580;ALBANESE;ORESTELLA
M6780;ALBANESE;ORTOLANO
M6980;ALBANESE;PAMELA
M7180;ALBANESE;POLICARPIO
M7380;ALBANESE;RAIMONDA
M7580;ALBANESE;RIALDA
M7780;ALBANESE;ROMANELLA
M7980;ALBANESE;SALADINO
M8180;ALBANESE;SILFRIDO
M8380;ALBANESE;TARQUINIA
M8580;ALBANESE;TURIDO
M8780;ALBANESE;VENCESLAVA
M8980;ALBANESE;WALTERINO
M0148;ALBERTI;ADORANDA
M0348;ALBERTI;ALESSINA
M0548;ALBERTI;AMEGLIO
M0748;ALBERTI;ANTONETTA
M0948;ALBERTI;ARTERIO
M1148;ALBERTI;BARTOSZ
M1348;ALBERTI;BRASILIA
M1548;ALBERTI;CELIDONIO
M1748;ALBERTI;COMUNARDA
M1948;ALBERTI;DANIEL
M2148;ALBERTI;DIVINANGELO
M2348;ALBERTI;EGISTO
M2548;ALBERTI;ENEDINA
M2748;ALBERTI;ESTERO
M2948;ALBERTI;FAMIANO
M3148;ALBERTI;FERIDE
M3348;ALBERTI;FINETTA
M3548;ALBERTI;FLORENTIA
M3748;ALBERTI;FULCIO
M3948;ALBERTI;GERBINO
M4148;ALBERTI;GINO
M4348;ALBERTI;GRADITO
M4548;ALBERTI;ILLIA
M4748;ALBERTI;IVONA
M4948;ALBERTI;LEONORIO
M5148;ALBERTI;LORENA
M5348;ALBERTI;MARCELLO
M5548;ALBERTI;MAURINA
M5748;ALBERTI;MIRIANO
M5948;ALBERTI;NEMA
M6148;ALBERTI;NUNCIA
M6348;ALBERTI;OLFINO
M6548;ALBERTI;ORDALIA
M6748;ALBERTI;ORSOLETTA
M6948;ALBERTI;OVILLA
M7148;ALBERTI;PINELLO
M7348;ALBERTI;RADAMESSE
M7548;ALBERTI;RENZA
M7748;ALBERTI;RODOLFO
M7948;ALBERTI;RUFFO
M8148;ALBERTI;SHAJAHAN
M8348;ALBERTI;STENO
M8548;ALBERTI;TRANQUILLO
M8748;ALBERTI;VARNIERO
M8948;ALBERTI;VIVIAN
M0049;AMATO;ADALGISIO
M0249;AMATO;ALBERIGO
M0449;AMATO;ALMIRA
M0649;AMATO;ANGELICA
M0849;AMATO;ARIANNA
M1049;AMATO;AUSONIO
M1249;AMATO;BERTILLO
M1449;AMATO;CARLETTA
M1649;AMATO;CISELLA
M1849;AMATO;COSTANZA
M2049;AMATO;DENISIO
M2249;AMATO;DUILIO
M2449;AMATO;ELLLIDA
M2649;AMATO;ERMELLINO
M2849;AMATO;EVANZIO
M3049;AMATO;FEDRA
M3249;AMATO;FIDELINA
M3449;AMATO;FIORILDO
M3649;AMATO;FORTUNIO
M3849;AMATO;GAUDIOSA
M4049;AMATO;GIANFILIPPO
M4249;AMATO;GISBERTA
M4449;AMATO;IANNA
M4649;AMATO;IRIDE
M4849;AMATO;LAURENZIA
M5049;AMATO;LIDOVINO
M5249;AMATO;MACEDONIA
M5449;AMATO;MARISA
M5649;AMATO;MEUCCIA
M5849;AMATO;NADIA
M6049;AMATO;NINFA
M6249;AMATO;ODOACRE
M6449;AMATO;OMES
M6649;AMATO;ORIGA
M6849;AMATO;OSMILDA
M7049;AMATO;PELLEGRINA
M7249;AMATO;PRINCIPE
M7449;AMATO;RECTE
M7649;AMATO;RINALDINO
M7849;AMATO;ROSARIO
M8049;AMATO;SATURNINO
M8249;AMATO;SISTINO
M8449;AMATO;TERSILLA
M8649;AMATO;UNICA
M8849;AMATO;VICENZINO
M9049;AMATO;ZAVERIA
M0140;ANGELINI;ADOLFINA
M0340;ANGELINI;ALESIO
M0540;ANGELINI;AMBROGIO
M0740;ANGELINI;ANTIMINO
M0940;ANGELINI;ARTEMINO
M1140;ANGELINI;BARSANOFIO
M1340;ANGELINI;BOVO
M1540;ANGELINI;CELERINO
M1740;ANGELINI;COLTURO
M1940;ANGELINI;DAMIANA
M2140;ANGELINI;DIRCE
M2340;ANGELINI;EGIDIO
M2540;ANGELINI;EMMANUELA
M2740;ANGELINI;ESTA
M2940;ANGELINI;FALERINA
M3140;ANGELINI;FERDINA
M3340;ANGELINI;FINAO
M3540;ANGELINI;FLORE
M3740;ANGELINI;FRUGOLINO
M3940;ANGELINI;GERALDINA
M4140;ANGELINI;GINEPRO
M4340;ANGELINI;GOTTARDA
M4540;ANGELINI;ILIANA
M4740;ANGELINI;IVARDO
M4940;ANGELINI;LEONILLA
M5140;ANGELINI;LONGINO
M5340;ANGELINI;MARAT
M5540;ANGELINI;MAURELLA
M5740;ANGELINI;MIRELLO
M5940;ANGELINI;NELLIO
M6140;ANGELINI;NOVILIA
M6340;ANGELINI;OLETTA
M6540;ANGELINI;ORANO
M6740;ANGELINI;ORSEOLO
M6940;ANGELINI;OVIDIA
M7140;ANGELINI;PIETRUCCIO
M7340;ANGELINI;QUIRO
M7540;ANGELINI;RENIS
M7740;ANGELINI;RODERICO
M7940;ANGELINI;RUDIANO
M8140;ANGELINI;SEVERIANA
M8340;ANGELINI;STELLINA
M8540;ANGELINI;TOSELLA
M8740;ANGELINI;VARETTO
M8940;ANGELINI;VIVALDI
M0139;ARENA;ADOLFA
M0339;ARENA;ALESIA
M0539;ARENA;AMBROGINO
M0739;ARENA;ANTIMINA
M0939;ARENA;ARTEMIDIO
M1139;ARENA;BARNABA
M1339;ARENA;BOVIO
M1539;ARENA;CELERINA
M1739;ARENA;COLTURA
M1939;ARENA;DAMASO
M2139;ARENA;DIOTISALVI
M2339;ARENA;EGIDIA
M2539;ARENA;EMMA
M2739;ARENA;ESQUILIO
M2939;ARENA;FALERIA
M3139;ARENA;FERDIANDO
M3339;ARENA;FINALDO
M3539;ARENA;FLORANNA
M3739;ARENA;FROSINA
M3939;ARENA;GERALDA
M4139;ARENA;GINEPRA
M4339;ARENA;GORO
M4539;ARENA;ILIADE
M4739;ARENA;IVANOE
M4939;ARENA;LEONILDO
M5139;ARENA;LOMBARDO
M5339;ARENA;MARA
M5539;ARENA;MAURELIO
M5739;ARENA;MIRELLA
M5939;ARENA;NELLINO
M6139;ARENA;NOVIGLIO
M6339;ARENA;OLESIA
M6539;ARENA;ORANIA
M6739;ARENA;ORSELLA
M6939;ARENA;OVES
M7139;ARENA;PIETRUCCIA
M7339;ARENA;QUIRINO
M7539;ARENA;RENIO
M7739;ARENA;RODANO
M7939;ARENA;RUDI
M8139;ARENA;SEVERA
M8339;ARENA;STELLIA
M8539;ARENA;TOSCO
M8739;ARENA;VARA
M8939;ARENA;VIVA
M0146;BALDI;ADONELLA
M0346;BALDI;ALESSI
M0546;BALDI;AMEDEO
M0746;BALDI;ANTONELLA
M0946;BALDI;ARTENICE
M1146;BALDI;BARTOLOMEA
M1346;BALDI;BRANDO
M1546;BALDI;CELIA
M1746;BALDI;COMO
M1946;BALDI;DANDOLO
M2146;BALDI;DIVA
M2346;BALDI;EGILIO
M2546;BALDI;ENDRIO
M2746;BALDI;ESTERINA
M2946;BALDI;FALMA
M3146;BALDI;FERIANO
M3346;BALDI;FINES
M3546;BALDI;FLORELLA
M3746;BALDI;FULCERI
M3946;BALDI;GERASIMO
M4146;BALDI;GINIA
M4346;BALDI;GRADISCO
M4546;BALDI;ILLARIO
M4746;BALDI;IVIO
M4946;BALDI;LEONISIO
M5146;BALDI;LOREDANO
M5346;BALDI;MARCELLINA
M5546;BALDI;MAURILLA
M5746;BALDI;MIRIAN
M5946;BALDI;NELUSCO
M6146;BALDI;NUMA
M6346;BALDI;OLFERINO
M6546;BALDI;ORAZIO
M6746;BALDI;ORSO
M6946;BALDI;OVILIA
M7146;BALDI;PINDARO
M7346;BALDI;RACHILDO
M7546;BALDI;RENUCCIO
M7746;BALDI;RODOLFA
M7946;BALDI;RUFFINA
M8146;BALDI;SHAH
M8346;BALDI;STENIA
M8546;BALDI;TRANQUILLA
M8746;BALDI;VARNA
M8946;BALDI;VIVETTA
M0020;BARBIERI;ABERARDO
M0220;BARBIERI;AICA
M0420;BARBIERI;ALINDO
M0620;BARBIERI;ANDRA
M0820;BARBIERI;ARDO
M1020;BARBIERI;ATTILIANA
M1220;BARBIERI;BENUCCIA
M1420;BARBIERI;CAMELIA
M1620;BARBIERI;CICCILLO
M1820;BARBIERI;CORONA
M2020;BARBIERI;DELINA
M2220;BARBIERI;DORIGO
M2420;BARBIERI;ELIO
M2620;BARBIERI;ERIKA
M2820;BARBIERI;EUSEPIO
M3020;BARBIERI;FECONDO
M3220;BARBIERI;FESTINO
M3420;BARBIERI;FIORELLA
M3620;BARBIERI;FONTEMARIA
M3820;BARBIERI;GALLO
M4020;BARBIERI;GIACOMETTA
M4220;BARBIERI;GIOVANNANGELA
M4420;BARBIERI;GUIDETTA
M4620;BARBIERI;IOLO
M4820;BARBIERI;LANFRANCO
M5020;BARBIERI;LIBIANO
M5220;BARBIERI;LUIGINO
M5420;BARBIERI;MARIELLA
M5620;BARBIERI;MENUCCIA
M5820;BARBIERI;MORELLA
M6020;BARBIERI;NICOLETTO
M6220;BARBIERI;ODES
M6420;BARBIERI;OLO
M6620;BARBIERI;ORIDANO
M6820;BARBIERI;OSETTA
M7020;BARBIERI;PASCASIA
M7220;BARBIERI;PREZIOSA
M7420;BARBIERI;RANUCCIO
M7620;BARBIERI;RIDEO
M7820;BARBIERI;RONDINO
M8020;BARBIERI;SANTA
M8220;BARBIERI;SIMPLICIO
M8420;BARBIERI;TEODORICA
M8620;BARBIERI;ULIANA
M8820;BARBIERI;VERGINIA
M9020;BARBIERI;YOLE
M0083;BARONE;ADELELMO
M0283;BARONE;ALDEGARDA
M0483;BARONE;ALTORINO
M0683;BARONE;ANNARELLA
M0883;BARONE;ARMANDINO
M1083;BARONE;AZOLINO
M1283;BARONE;BIGIO
M1483;BARONE;CARUSO
M1683;BARONE;CLEMENTINA
M1883;BARONE;CRISTOFARO
M2083;BARONE;DIANELLA
M2283;BARONE;EDI
M2483;BARONE;ELVIDIA
M2683;BARONE;ERMOLAO
M2883;BARONE;EZELINO
M3083;BARONE;FELINA
M3283;BARONE;FILELFO
M3483;BARONE;FIRMINA
M3683;BARONE;FRANCHINO
M3883;BARONE;GEMINELLO
M4083;BARONE;GIANNICO
M4283;BARONE;GIUNIO
M4483;BARONE;IDIANA
M4683;BARONE;ISELLA
M4883;BARONE;LEARDA
M5083;BARONE;LIONETTA
M5283;BARONE;MAIDA
M5483;BARONE;MARTIRE
M5683;BARONE;MILENA
M5883;BARONE;NARDINA
M6083;BARONE;NOBILIA
M6283;BARONE;OFEMIA
M6483;BARONE;ONESTINO
M6683;BARONE;ORLANA
M6883;BARONE;OTELMA
M7083;BARONE;PERSILIO
M7283;BARONE;PRUDENZIO
M7483;BARONE;REGINALDO
M7683;BARONE;RITA
M7883;BARONE;ROSMILDO
M8083;BARONE;SECONDO
M8283;BARONE;SONJA
M8483;BARONE;TILLO
M8683;BARONE;VALENTINA
M8883;BARONE;VINCENZELLA
M9083;BARONE;ZENAIDE
M0081;BASILE;ADELE
M0281;BASILE;ALDEANDRA
M0481;BASILE;ALTOMIRA
M0681;BASILE;ANNALUISA
M0881;BASILE;ARMANDA
M1081;BASILE;AZIA
M1281;BASILE;BICE
M1481;BASILE;CARSO
M1681;BASILE;CLEMENTA
M1881;BASILE;CRISTOFALO
M2081;BASILE;DIAMBRA
M2281;BASILE;EDGARDA
M2481;BASILE;ELVIANO
M2681;BASILE;ERMOCRATE
M2881;BASILE;EZELINDA
M3081;BASILE;FELIDIO
M3281;BASILE;FILDE
M3481;BASILE;FIRMANDO
M3681;BASILE;FRANCHETTA
M3881;BASILE;GEMILIANO
M4081;BASILE;GIANNETTO
M4281;BASILE;GIULIVO
M4481;BASILE;IDEO
M4681;BASILE;ISELDE
M4881;BASILE;LEARCA
M5081;BASILE;LIONELLA
M5281;BASILE;MAGNO
M5481;BASILE;MARTINO
M5681;BASILE;MILEDA
M5881;BASILE;NARCISO
M6081;BASILE;NOBERTO
M6281;BASILE;OFELIA
M6481;BASILE;ONESTA
M6681;BASILE;ORIZIO
M6881;BASILE;OTELLIO
M7081;BASILE;PERSIA
M7281;BASILE;PRUDENZA
M7481;BASILE;REGINA
M7681;BASILE;RISVEGLIO
M7881;BASILE;ROSITO
M8081;BASILE;SECONDINA
M8281;BASILE;SONIA
M8481;BASILE;TILIO
M8681;BASILE;VALENTA
M8881;BASILE;VINCA
M9081;BASILE;ZEMIRO
M0154;BASSI;ADORNO
M0354;BASSI;ALFANO
M0554;BASSI;AMERICA
M0754;BASSI;ANTONICO
M0954;BASSI;ARTIMIO
M1154;BASSI;BASILIO
M1354;BASSI;BRENO
M1554;BASSI;CELLINO
M1754;BASSI;CONCESSO
M1954;BASSI;DANILLA
M2154;BASSI;DOLCINO
M2354;BASSI;EGLA
M2554;BASSI;ENERIO
M2754;BASSI;ESUPERANZO
M2954;BASSI;FANINA
M3154;BASSI;FERILDO
M3354;BASSI;FINIMONDO
M3554;BASSI;FLORENZIANO
M3754;BASSI;FULGENZO
M3954;BASSI;GERIO
M4154;BASSI;GIOBATTISTA
M4354;BASSI;GRAZIADIO
M4554;BASSI;ILLUMINATA
M4754;BASSI;IVREA
M4954;BASSI;LEOPARDA
M5154;BASSI;LORENZANO
M5354;BASSI;MARCIANO
M5554;BASSI;MAURO ANTONIO PIETRO
M5754;BASSI;MIRNA
M5954;BASSI;NEMORE
M6154;BASSI;NUNZIATO
M6354;BASSI;OLIA
M6554;BASSI;OREANO
M6754;BASSI;ORTELIA
M6954;BASSI;PACINO
M7154;BASSI;PINUCCIO
M7354;BASSI;RADIO
M7554;BASSI;REO
M7754;BASSI;ROE
M7954;BASSI;RUGGERA
M8154;BASSI;SIFRIDO
M8354;BASSI;SUSETTA
M8554;BASSI;TRIESTINO
M8754;BASSI;VASSILI
M8954;BASSI;VIVO
M0150;BASSO;ADORATA
M0350;BASSO;ALETTA
M0550;BASSO;AMELINA
M0750;BASSO;ANTONIA
M0950;BASSO;ARTIDE
M1150;BASSO;BASILEA
M1350;BASSO;BRASILINO
M1550;BASSO;CELINIA
M1750;BASSO;CONA
M1950;BASSO;DANIELE
M2150;BASSO;DIVIO
M2350;BASSO;EGIZIACA
M2550;BASSO;ENEIDE
M2750;BASSO;ESUBERANZO
M2950;BASSO;FANCIULLO
M3150;BASSO;FERIDIE
M3350;BASSO;FINICOLA
M3550;BASSO;FLORENTINO
M3750;BASSO;FULDA
M3950;BASSO;GERI
M4150;BASSO;GIOACCHINO
M4350;BASSO;GRATA
M4550;BASSO;ILLIDE
M4750;BASSO;IVONETTO
M4950;BASSO;LEONTINA
M5150;BASSO;LORENTINA
M5350;BASSO;MARCHETTO
M5550;BASSO;MAURIZIA
M5750;BASSO;MIRIO
M5950;BASSO;NEMESIA
M6150;BASSO;NUNZIANTE
M6350;BASSO;OLGHER
M6550;BASSO;ORDELIA
M6750;BASSO;ORSOLINDA
M6950;BASSO;PACE
M7150;BASSO;PINETTO
M7350;BASSO;RADAMISTO
M7550;BASSO;RENZINA
M7750;BASSO;RODOMONDO
M7950;BASSO;RUFINA
M8150;BASSO;SIBILLO
M8350;BASSO;SUPERANZIO
M8550;BASSO;TRENTINO
M8750;BASSO;VARO
M8950;BASSO;VIVIANNA
M0094;BATTAGLIA;ADELIO
M0294;BATTAGLIA;ALDEMO
M0494;BATTAGLIA;ALVISO
M0694;BATTAGLIA;ANNIBALINA
M0894;BATTAGLIA;ARMELLO
M1094;BATTAGLIA;AZZURRINO
M1294;BATTAGLIA;BIZIO
M1494;BATTAGLIA;CASTENZE
M1694;BATTAGLIA;CLEONTE
M1894;BATTAGLIA;CROCIFISSO
M2094;BATTAGLIA;DIEGO
M2294;BATTAGLIA;EDITA
M2494;BATTAGLIA;ELVISA
M2694;BATTAGLIA;ERNESTINO
M2894;BATTAGLIA;FABBRINA
M3094;BATTAGLIA;FELIZIANO
M3294;BATTAGLIA;FILIDE
M3494;BATTAGLIA;FIUME
M3694;BATTAGLIA;FRANZIO
M3894;BATTAGLIA;GENEROSO
M4094;BATTAGLIA;GIANPIETRO
M4294;BATTAGLIA;GIUSTINA
M4494;BATTAGLIA;IDOLINA
M4694;BATTAGLIA;ISMENO
M4894;BATTAGLIA;LELE
M5094;BATTAGLIA;LISETTA
M5294;BATTAGLIA;MALGORZATA WIESLAWA
M5494;BATTAGLIA;MARXINO
M5694;BATTAGLIA;MILVA
M5894;BATTAGLIA;NATALIA
M6094;BATTAGLIA;NONO
M6294;BATTAGLIA;OKSANA
M6494;BATTAGLIA;ONIDE
M6694;BATTAGLIA;ORMA
M6894;BATTAGLIA;OTTAVA
M7094;BATTAGLIA;PIA
M7294;BATTAGLIA;PURISSIMA
M7494;BATTAGLIA;REINALDO
M7694;BATTAGLIA;RIVIO
M7894;BATTAGLIA;ROSSA
M8094;BATTAGLIA;SELVAGGIO
M8294;BATTAGLIA;SPERANDEO
M8494;BATTAGLIA;TITA
M8694;BATTAGLIA;VALERINA
M8894;BATTAGLIA;VIOLANDO
M0095;BELLINI;ADELISA
M0295;BELLINI;ALDERANO
M0495;BELLINI;AMABILE
M0695;BELLINI;ANNICO
M0895;BELLINI;ARMENA
M1095;BELLINI;AZZURRO
M1295;BELLINI;BLANDA
M1495;BELLINI;CASTENZIO
M1695;BELLINI;CLEONTINA
M1895;BELLINI;CROCINA
M2095;BELLINI;DILETTA
M2295;BELLINI;EDITTA
M2495;BELLINI;ELVISE
M2695;BELLINI;ERNESTO
M2895;BELLINI;FABBRIZIA
M3095;BELLINI;FELLINA
M3295;BELLINI;FILIDEA
M3495;BELLINI;FIUMETTA
M3695;BELLINI;FRANZO
M3895;BELLINI;GENESIA
M4095;BELLINI;GIANRICO
M4295;BELLINI;GIUSTINIANA
M4495;BELLINI;IDOLO
M4695;BELLINI;ISNARDO
M4895;BELLINI;LELIA
M5095;BELLINI;LISETTO
M5295;BELLINI;MALIA
M5495;BELLINI;MARZIA
M5695;BELLINI;MILVANA
M5895;BELLINI;NATALINA
M6095;BELLINI;NORA
M6295;BELLINI;OLA
M6495;BELLINI;ONIDIA
M6695;BELLINI;ORMANNA
M6895;BELLINI;OTTAVIA
M7095;BELLINI;PIACENTE
M7295;BELLINI;QUADRIO
M7495;BELLINI;REINER
M7695;BELLINI;RIVO
M7895;BELLINI;ROSSANA
M8095;BELLINI;SELVINA
M8295;BELLINI;SPERANDIA
M8495;BELLINI;TITINA
M8695;BELLINI;VALERINO
M8895;BELLINI;VIOLANTA
M9086;BELLINI;ZILIA
M0063;BENEDETTI;ADDAMIANO
M0263;BENEDETTI;ALBOINO
M0463;BENEDETTI;ALPO
M0663;BENEDETTI;ANGIOLO
M0863;BENEDETTI;ARIO
M1063;BENEDETTI;AVERALDO
M1263;BENEDETTI;BIAGINO
M1463;BENEDETTI;CARMELIO
M1663;BENEDETTI;CLARO
M1863;BENEDETTI;CRISANTE
M2063;BENEDETTI;DERNO
M2263;BENEDETTI;ECCELSA
M2463;BENEDETTI;ELSA
M2663;BENEDETTI;ERMETA
M2863;BENEDETTI;EVERALDO
M3063;BENEDETTI;FELICETTA
M3263;BENEDETTI;FIDUCIA
M3463;BENEDETTI;FIORISIA
M3663;BENEDETTI;FOSCOLO
M3863;BENEDETTI;GELMA
M4063;BENEDETTI;GIANLUCIA
M4263;BENEDETTI;GIUDITTA
M4463;BENEDETTI;IDALGO
M4663;BENEDETTI;IRNO
M4863;BENEDETTI;LAVINA
M5063;BENEDETTI;LILLIA
M5263;BENEDETTI;MAFALDO
M5463;BENEDETTI;MARNO
M5663;BENEDETTI;MICHELINO
M5863;BENEDETTI;NAN?
M6063;BENEDETTI;NISIA
M6263;BENEDETTI;ODORICO
M6463;BENEDETTI;ONEGLIA
M6663;BENEDETTI;ORINGA
M6863;BENEDETTI;OSTIGLIA
M7063;BENEDETTI;PEPPINETTO
M7263;BENEDETTI;PROSDOCIMO
M7463;BENEDETTI;REDENTORE
M7663;BENEDETTI;RINO
M7863;BENEDETTI;ROSELLO
M8063;BENEDETTI;SAVIANA
M8263;BENEDETTI;SMERALDO
M8463;BENEDETTI;TERZINA
M8663;BENEDETTI;UTA
M8863;BENEDETTI;VIGILIO
M9063;BENEDETTI;ZEILA
M0068;BERNARDI;ADDONIZIO
M0268;BERNARDI;ALCESTINA
M0468;BERNARDI;ALTEMIO
M0668;BERNARDI;ANIELLO
M0868;BERNARDI;ARISTARCO
M1068;BERNARDI;AVIERO
M1268;BERNARDI;BIANCARDO
M1468;BERNARDI;CARMENIO
M1668;BERNARDI;CLAUDINA
M1868;BERNARDI;CRISPINO
M2068;BERNARDI;DESIDERATA
M2268;BERNARDI;EDA
M2468;BERNARDI;ELSIO
M2668;BERNARDI;ERMIDIO
M2868;BERNARDI;EVINA
M3068;BERNARDI;FELICIETTA
M3268;BERNARDI;FIFETTA
M3468;BERNARDI;FIORLINDO
M3668;BERNARDI;FRANCA
M3868;BERNARDI;GELMO
M4068;BERNARDI;GIANMARIO
M4268;BERNARDI;GIUGLIANO
M4468;BERNARDI;IDALMINO
M4668;BERNARDI;ISA
M4868;BERNARDI;LAZZARINA
M5068;BERNARDI;LILLO
M5268;BERNARDI;MAGDALENA
M5468;BERNARDI;MARRIGO
M5668;BERNARDI;MIEKE T.H.
M5868;BERNARDI;NANI
M6068;BERNARDI;NIVA
M6268;BERNARDI;ODORISIO
M6468;BERNARDI;ONELIA
M6668;BERNARDI;ORIODE
M6868;BERNARDI;OSTILLO
M7068;BERNARDI;PERFETTO
M7268;BERNARDI;PROTASIO
M7468;BERNARDI;REDI
M7668;BERNARDI;RIODE
M7868;BERNARDI;ROSETTO
M8068;BERNARDI;SAVOIA
M8268;BERNARDI;SOFICA
M8468;BERNARDI;TESEO
M8668;BERNARDI;VALCHIRIA
M8868;BERNARDI;VILFRIDA
M9068;BERNARDI;ZELINA
M0176;BERNARDINI;AFRO
M0376;BERNARDINI;ALFONSO
M0576;BERNARDINI;AMODEO
M0776;BERNARDINI;APPARIZIO
M0976;BERNARDINI;ASMARINO
M1176;BERNARDINI;BELARDINA
M1376;BERNARDINI;BRUNILDO
M1576;BERNARDINI;CESARINO
M1776;BERNARDINI;CONSALVO
M1976;BERNARDINI;DAVID
M2176;BERNARDINI;DOMILIANO
M2376;BERNARDINI;ELENIA
M2576;BERNARDINI;EPAMINONDA
M2776;BERNARDINI;EUDILIA
M2976;BERNARDINI;FARAILDE
M3176;BERNARDINI;FERNANDO
M3376;BERNARDINI;FIORALDO
M3576;BERNARDINI;FLORIDEA
M3776;BERNARDINI;GABINO
M3976;BERNARDINI;GEROMINO
M4176;BERNARDINI;GIONA
M4376;BERNARDINI;GRIMOALDO
M4576;BERNARDINI;IMO
M4776;BERNARDINI;JOLE
M4976;BERNARDINI;LETO
M5176;BERNARDINI;LOTARIO
M5376;BERNARDINI;MARGHERITO
M5576;BERNARDINI;MELCHIDESECCO
M5776;BERNARDINI;MISIANO
M5976;BERNARDINI;NERIO
M6176;BERNARDINI;OBIZIO
M6376;BERNARDINI;OLINO
M6576;BERNARDINI;OREO
M6776;BERNARDINI;ORTILLA
M6976;BERNARDINI;PALMIRA
M7176;BERNARDINI;POLDINA
M7376;BERNARDINI;RAFFELLO
M7576;BERNARDINI;REZIO
M7776;BERNARDINI;ROMAN
M7976;BERNARDINI;SABINO
M8176;BERNARDINI;SILENA
M8376;BERNARDINI;TARCISA
M8576;BERNARDINI;TURI
M8776;BERNARDINI;VENANZIO
M8976;BERNARDINI;WALPURGA
M0158;BERTI;ADRIA
M0358;BERTI;ALFERINO
